multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa,exceso_velocidad_real,exceso_velocidad,imagen,patente_imagen,ratio
1394,41RSTZ,1932-01-01,08:57,137.0,80,AV LIBERTADOR,R01,ERROR,57.0,53.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/86c92b0402fec141_patente.jpg,41RSTZ,1.0
1396,CBMUK,1932-01-01,08:57,69.0,40,RUTA 9,R02,PAGADA,29.0,27.0,,,
1398,TL03GOG,2023-03-15,14:50,86.0,60,RUTA 9,R01,IMPAGA,26.0,23.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/fdd963edc28bf163_patente.jpg,TL03G0G,0.8571
1399,XIIUME,1932-01-01,00:00,105.0,40,AV LIBERTADOR,R02,IMPAGA,65.0,63.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,1.0
1401,DI2LOT,2020-11-14,19:00,98.0,80,AV LIBERTADOR,,APELADA,18.0,14.0,,,
1409,691XC80,1932-01-01,00:00,145.0,80,AV LIBERTADOR,R02,PAGADA,65.0,61.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,1.0
1410,HF3461,1932-01-01,00:00,65.0,60,AV SIEMPRE VIVA,,PAGADA,5.0,2.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,1.0
1411,AWS167,1932-01-01,19:01,126.0,80,AV LIBERTADOR,,ERROR,46.0,42.0,,,
1412,GE1466,1932-01-01,14:51,117.0,60,AV SIEMPRE VIVA,R03,PAGADA,57.0,54.0,,,
1414,HAMSTUR,2023-11-21,14:51,147.0,80,AV SIEMPRE VIVA,R02,IMPAGA,67.0,63.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/a929dc75c20da7d8_patente.jpg,HAMSTUR,1.0
1416,FVIOUHP,2020-07-13,00:00,100.0,80,AV LIBERTADOR,R03,ERROR,20.0,16.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVIDUHP,0.8571
1419,W326AVE,1932-01-01,00:00,72.0,40,RUTA 9,R02,APELADA,32.0,30.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,1.0
1420,6NCE831,1932-01-01,14:52,108.0,60,AV SIEMPRE VIVA,R03,PAGADA,48.0,45.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/0ee91c4938b6e7ee_patente.jpg,6NCE831,1.0
1423,FD1475,1932-01-01,08:58,106.0,80,AV LIBERTADOR,,IMPAGA,26.0,22.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,0.8333
1424,M431ZW,1932-01-01,19:01,96.0,80,AV SIEMPRE VIVA,R02,ERROR,16.0,12.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,0.8333
1427,HF3461,1932-01-01,00:00,98.0,40,AV LIBERTADOR,R01,PAGADA,58.0,56.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,1.0
1428,BP717,2020-10-12,00:00,55.0,40,AV SIEMPRE VIVA,R03,IMPAGA,15.0,13.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,1.0
1431,81ZFJD,1932-01-01,00:00,120.0,80,AV LIBERTADOR,,ERROR,40.0,36.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/02a6ef3d9bd68e91_patente.jpg,81ZFID,0.8333
1434,NTHGLFT,1932-01-01,19:02,122.0,60,AV LIBERTADOR,R01,PAGADA,62.0,59.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/5fb888d79b551331.jpg,NTHGLFT,1.0
1437,BB8986,1932-01-01,00:00,102.0,80,AV LIBERTADOR,R03,PAGADA,22.0,18.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,1.0
1438,NHZ1002,1932-01-01,14:53,113.0,40,AV LIBERTADOR,R01,APELADA,73.0,71.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/1071b237587a698b_patente.qoi,NHZ1002,1.0
1440,OUTSTDN,1932-01-01,19:02,115.0,60,AV LIBERTADOR,,PAGADA,55.0,52.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/1ca1155083156d72_patente.jpg,OUTSTDN,1.0
1443,WU341A,2021-07-10,00:00,136.0,60,AV SIEMPRE VIVA,R01,APELADA,76.0,73.0,,,
1449,CT5B876,1932-01-01,08:59,96.0,40,AV SIEMPRE VIVA,R02,PAGADA,56.0,54.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/39c193bcc0c00f9e_patente.jpg,C75B876,0.8571
1451,831MDB,1932-01-01,14:53,100.0,80,RUTA 9,,IMPAGA,20.0,16.0,,,
1452,3646HBH,2022-09-15,08:59,154.0,80,RUTA 9,R02,ERROR,74.0,70.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,1.0
1453,409,1932-01-01,14:53,65.0,40,AV LIBERTADOR,R03,IMPAGA,25.0,23.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/7bcf6b4ec09f1ea7_patente.jpg,409,1.0
1454,B81JKY,1932-01-01,14:54,110.0,40,AV LIBERTADOR,,IMPAGA,70.0,68.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/80e02a518ffe4cb2.jpg,B81JKY,1.0
1458,VNK296GP,1932-01-01,19:03,99.0,60,AV LIBERTADOR,R01,PAGADA,39.0,36.0,,,
1460,6611172,1932-01-01,19:03,126.0,80,RUTA 9,R01,ERROR,46.0,42.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,1.0
1463,MX60NZA,1932-01-01,14:54,73.0,40,AV SIEMPRE VIVA,R01,ERROR,33.0,31.0,,,
1465,GLEN1E,2021-10-22,09:00,89.0,40,RUTA 9,R01,ERROR,49.0,47.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/b9f5b9acf1777acf.jpg,GLENIE,0.8333
1466,HF58HXP,1932-01-01,19:03,121.0,80,RUTA 9,,APELADA,41.0,37.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/9a795bbf4e94d630_patente.jpg,HF5BHXP,0.8571
1468,BHRP770,1932-01-01,09:00,95.0,80,AV SIEMPRE VIVA,R02,IMPAGA,15.0,11.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,BHRP770,1.0
1475,AI7OVF,1932-01-01,19:04,106.0,60,AV LIBERTADOR,,ERROR,46.0,43.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/747b0f12f54703ee_patente.jpg,AI70VF,0.8333
1476,HK06YMX,1932-01-01,19:04,125.0,80,AV LIBERTADOR,R01,ERROR,45.0,41.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,0.8571
1477,VTIIAHV,1932-01-01,00:00,102.0,60,AV LIBERTADOR,,IMPAGA,42.0,39.0,,,
1481,PIW4215,1932-01-01,00:00,73.0,60,AV LIBERTADOR,R01,PAGADA,13.0,10.0,,,
1483,MX60NZA,1932-01-01,14:54,148.0,80,AV LIBERTADOR,,IMPAGA,68.0,64.0,,,
1490,M20CPR,1932-01-01,14:55,93.0,80,RUTA 9,R01,IMPAGA,13.0,9.0,,,
1491,UW3932,1932-01-01,09:02,118.0,60,AV SIEMPRE VIVA,R03,IMPAGA,58.0,55.0,,,
1493,UM96201,2020-02-29,00:00,118.0,40,AV SIEMPRE VIVA,R03,ERROR,78.0,76.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,1.0
1495,FVIOUHP,1932-01-01,00:00,119.0,60,AV SIEMPRE VIVA,R01,PAGADA,59.0,56.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVIDUHP,0.8571
1499,NHZ1002,2023-05-29,00:00,56.0,40,RUTA 9,R01,APELADA,16.0,14.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/1071b237587a698b_patente.qoi,NHZ1002,1.0
1500,NTHGLFT,1932-01-01,19:05,81.0,60,RUTA 9,R02,APELADA,21.0,18.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/5fb888d79b551331.jpg,NTHGLFT,1.0
1503,6611172,2022-02-23,14:55,92.0,40,AV LIBERTADOR,,PAGADA,52.0,50.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,1.0
1504,XIIUME,2020-03-18,09:02,100.0,80,AV LIBERTADOR,R02,ERROR,20.0,16.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,1.0
1505,990XYK,2023-04-03,00:00,117.0,40,RUTA 9,R01,APELADA,77.0,75.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/11f80fda2c38011c.jpg,990XWK,0.8333
1510,6NCE831,1932-01-01,00:00,109.0,80,RUTA 9,R03,ERROR,29.0,25.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/0ee91c4938b6e7ee_patente.jpg,6NCE831,1.0
1513,NTHGLFT,1932-01-01,00:00,114.0,80,RUTA 9,R01,PAGADA,34.0,30.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/5fb888d79b551331.jpg,NTHGLFT,1.0
1514,GLEN1E,1932-01-01,00:00,137.0,80,RUTA 9,R02,ERROR,57.0,53.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/b9f5b9acf1777acf.jpg,GLENIE,0.8333
1516,MX60NZA,1932-01-01,14:56,99.0,60,AV SIEMPRE VIVA,R02,ERROR,39.0,36.0,,,
1517,BHRP770,1932-01-01,19:05,101.0,40,RUTA 9,R02,IMPAGA,61.0,59.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,BHRP770,1.0
1519,B81JKY,2021-01-03,00:00,94.0,80,AV SIEMPRE VIVA,R02,APELADA,14.0,10.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/80e02a518ffe4cb2.jpg,B81JKY,1.0
1521,HAMSTUR,1932-01-01,09:02,94.0,40,AV SIEMPRE VIVA,R03,APELADA,54.0,52.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/a929dc75c20da7d8_patente.jpg,HAMSTUR,1.0
1524,810TCH,1932-01-01,19:06,132.0,60,AV SIEMPRE VIVA,,ERROR,72.0,69.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/53ad98b12752ad16_patente.jpg,810TCH,1.0
1525,5777770,1932-01-01,00:00,91.0,80,AV SIEMPRE VIVA,,ERROR,11.0,7.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,1.0
1526,TL03GOG,2020-03-08,00:00,133.0,80,AV LIBERTADOR,R02,PAGADA,53.0,49.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/fdd963edc28bf163_patente.jpg,TL03G0G,0.8571
1528,691XC80,2021-01-06,09:03,105.0,60,AV SIEMPRE VIVA,R01,IMPAGA,45.0,42.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,1.0
1530,3646HBH,2023-11-12,09:03,123.0,80,AV LIBERTADOR,,PAGADA,43.0,39.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,1.0
1531,M20CPR,1932-01-01,00:00,96.0,40,AV SIEMPRE VIVA,R01,APELADA,56.0,54.0,,,
1535,HK06YMX,1932-01-01,00:00,128.0,60,RUTA 9,R01,ERROR,68.0,65.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,0.8571
1538,409,2023-10-10,00:00,116.0,60,AV SIEMPRE VIVA,R03,ERROR,56.0,53.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/7bcf6b4ec09f1ea7_patente.jpg,409,1.0
1541,TL03GOG,1932-01-01,19:06,75.0,40,AV SIEMPRE VIVA,R02,PAGADA,35.0,33.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/fdd963edc28bf163_patente.jpg,TL03G0G,0.8571
1542,5777770,1932-01-01,00:00,88.0,60,AV LIBERTADOR,R02,APELADA,28.0,25.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,1.0
1547,BX55DOG,1932-01-01,00:00,51.0,40,AV LIBERTADOR,R01,PAGADA,11.0,9.0,,,
1549,MPX9357,1932-01-01,14:57,74.0,40,AV SIEMPRE VIVA,R01,PAGADA,34.0,32.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,1.0
1552,41RSTZ,1932-01-01,00:00,98.0,80,AV SIEMPRE VIVA,R02,PAGADA,18.0,14.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/86c92b0402fec141_patente.jpg,41RSTZ,1.0
1554,UW3932,2023-07-08,00:00,87.0,80,AV LIBERTADOR,R03,APELADA,7.0,3.0,,,
1559,831MDB,1932-01-01,09:03,89.0,40,AV SIEMPRE VIVA,R03,IMPAGA,49.0,47.0,,,
1561,VNK296GP,1932-01-01,09:04,120.0,40,AV SIEMPRE VIVA,,APELADA,80.0,78.0,,,
1562,2999961,1932-01-01,09:04,80.0,40,AV SIEMPRE VIVA,R02,APELADA,40.0,38.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,1.0
1563,W326AVE,1932-01-01,00:00,153.0,80,RUTA 9,R01,PAGADA,73.0,69.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,1.0
1565,OUTSTDN,1932-01-01,09:04,89.0,60,AV LIBERTADOR,R01,PAGADA,29.0,26.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/1ca1155083156d72_patente.jpg,OUTSTDN,1.0
1566,DI2LOT,1932-01-01,09:04,71.0,40,AV LIBERTADOR,R02,PAGADA,31.0,29.0,,,
1570,VY90540,1932-01-01,14:58,58.0,40,RUTA 9,R01,APELADA,18.0,16.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,1.0
1571,GOOGLE,1932-01-01,00:00,46.0,40,RUTA 9,,IMPAGA,6.0,4.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/593e594137f374ab.jpg,GOOGLE,1.0
1572,YLO8WUE,2022-09-15,19:07,119.0,60,AV LIBERTADOR,R01,IMPAGA,59.0,56.0,,,
1573,VTIIAHV,1932-01-01,09:04,91.0,40,AV LIBERTADOR,R01,APELADA,51.0,49.0,,,
1575,6611172,2020-01-18,09:05,92.0,40,RUTA 9,,IMPAGA,52.0,50.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,1.0
1578,TL03GOG,1932-01-01,00:00,84.0,60,RUTA 9,R02,IMPAGA,24.0,21.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/fdd963edc28bf163_patente.jpg,TL03G0G,0.8571
1582,CBMUK,1932-01-01,09:05,87.0,80,AV SIEMPRE VIVA,,APELADA,7.0,3.0,,,
1588,MX60NZA,1932-01-01,19:07,94.0,40,AV SIEMPRE VIVA,R02,ERROR,54.0,52.0,,,
1589,691XC80,1932-01-01,00:00,134.0,60,AV SIEMPRE VIVA,R02,PAGADA,74.0,71.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,1.0
1590,FD1475,1932-01-01,09:06,110.0,40,AV SIEMPRE VIVA,R03,PAGADA,70.0,68.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,0.8333
1595,6611172,1932-01-01,00:00,144.0,80,RUTA 9,R01,APELADA,64.0,60.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,1.0
1596,M431ZW,1932-01-01,00:00,122.0,80,AV SIEMPRE VIVA,R02,IMPAGA,42.0,38.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,0.8333
1597,GCP332,1932-01-01,00:00,53.0,40,AV LIBERTADOR,,IMPAGA,13.0,11.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/d648b2ae1abc09f3_patente.jpg,GCP332,1.0
1600,WU08YWC,1932-01-01,19:08,114.0,80,RUTA 9,,APELADA,34.0,30.0,,,
1602,409,2023-07-28,00:00,51.0,40,AV SIEMPRE VIVA,R03,ERROR,11.0,9.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/7bcf6b4ec09f1ea7_patente.jpg,409,1.0
1605,UW3932,1932-01-01,00:00,81.0,60,AV SIEMPRE VIVA,R03,IMPAGA,21.0,18.0,,,
1607,810TCH,1932-01-01,14:59,49.0,40,AV LIBERTADOR,R02,APELADA,9.0,7.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/53ad98b12752ad16_patente.jpg,810TCH,1.0
1608,WU08YWC,2023-10-03,00:00,107.0,60,AV SIEMPRE VIVA,R01,ERROR,47.0,44.0,,,
1616,41RSTZ,1932-01-01,00:00,120.0,80,AV LIBERTADOR,,PAGADA,40.0,36.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/86c92b0402fec141_patente.jpg,41RSTZ,1.0
1617,990XYK,1932-01-01,19:09,95.0,60,AV LIBERTADOR,,APELADA,35.0,32.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/11f80fda2c38011c.jpg,990XWK,0.8333
1618,B81JKY,1932-01-01,00:00,105.0,60,AV SIEMPRE VIVA,R01,IMPAGA,45.0,42.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/80e02a518ffe4cb2.jpg,B81JKY,1.0
1622,HF3461,1932-01-01,14:59,45.0,40,RUTA 9,R01,IMPAGA,5.0,3.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,1.0
1623,810TCH,1932-01-01,19:09,95.0,80,AV LIBERTADOR,R01,ERROR,15.0,11.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/53ad98b12752ad16_patente.jpg,810TCH,1.0
1624,5777770,1932-01-01,00:00,106.0,60,AV LIBERTADOR,,APELADA,46.0,43.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,1.0
1628,FVIOUHP,2022-08-01,00:00,135.0,60,AV LIBERTADOR,R02,IMPAGA,75.0,72.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVIDUHP,0.8571
1630,3646HBH,1932-01-01,09:07,112.0,40,AV LIBERTADOR,R03,IMPAGA,72.0,70.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,1.0
1631,W326AVE,2021-06-23,14:59,90.0,40,AV SIEMPRE VIVA,R02,APELADA,50.0,48.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,1.0
1632,HF3461,2021-04-09,00:00,57.0,40,AV SIEMPRE VIVA,R01,APELADA,17.0,15.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,1.0
1634,B81JKY,1932-01-01,00:00,123.0,60,AV SIEMPRE VIVA,R03,PAGADA,63.0,60.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/80e02a518ffe4cb2.jpg,B81JKY,1.0
1636,0695DVH,1932-01-01,19:10,151.0,80,RUTA 9,R02,ERROR,71.0,67.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/12b7ea40074d3b20.jpg,0695DVH,1.0
1639,NAN,1932-01-01,00:00,58.0,40,AV LIBERTADOR,R02,PAGADA,18.0,16.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/b01d46f9911d558b.jpg,NAN,1.0
1641,81ZFJD,2023-10-23,15:00,91.0,60,AV LIBERTADOR,R03,ERROR,31.0,28.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/02a6ef3d9bd68e91_patente.jpg,81ZFID,0.8333
1644,WEFLYN,1932-01-01,15:00,109.0,80,AV LIBERTADOR,R03,PAGADA,29.0,25.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/29f7991e696e6e3f_patente.jpg,WEFLYN,1.0
1645,TL03GOG,1932-01-01,00:00,111.0,60,AV LIBERTADOR,R03,APELADA,51.0,48.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/fdd963edc28bf163_patente.jpg,TL03G0G,0.8571
1647,RFH373,1932-01-01,15:00,86.0,60,RUTA 9,R02,IMPAGA,26.0,23.0,,,
1650,41RSTZ,1932-01-01,00:00,78.0,60,RUTA 9,R02,PAGADA,18.0,15.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/86c92b0402fec141_patente.jpg,41RSTZ,1.0
1651,VNK296GP,2021-12-29,09:08,89.0,80,RUTA 9,R03,ERROR,9.0,5.0,,,
1653,CD05601,1932-01-01,19:10,135.0,60,AV SIEMPRE VIVA,R02,PAGADA,75.0,72.0,,,
1654,HK06YMX,2023-11-01,15:00,160.0,80,RUTA 9,,PAGADA,80.0,76.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,0.8571
1657,6EVY261,1932-01-01,00:00,75.0,60,AV SIEMPRE VIVA,R01,IMPAGA,15.0,12.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/081f5a6bc61b9c48_patente.jpg,6EVY261,1.0
1664,CD05601,1932-01-01,19:11,71.0,40,AV LIBERTADOR,R03,ERROR,31.0,29.0,,,
1665,GOOGLE,1932-01-01,09:08,79.0,60,RUTA 9,R03,PAGADA,19.0,16.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/593e594137f374ab.jpg,GOOGLE,1.0
1667,W326AVE,1932-01-01,00:00,127.0,60,AV SIEMPRE VIVA,,IMPAGA,67.0,64.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,1.0
1668,FVIOUHP,2022-06-03,00:00,84.0,60,AV LIBERTADOR,R01,IMPAGA,24.0,21.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVIDUHP,0.8571
1669,NAN,1932-01-01,09:08,106.0,60,RUTA 9,R03,APELADA,46.0,43.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/b01d46f9911d558b.jpg,NAN,1.0
1673,GN64OTP,1932-01-01,19:11,158.0,80,RUTA 9,,IMPAGA,78.0,74.0,,,
1680,MPX9357,1932-01-01,09:08,151.0,80,AV LIBERTADOR,R03,APELADA,71.0,67.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,1.0
1683,810TCH,1932-01-01,00:00,116.0,80,AV SIEMPRE VIVA,,APELADA,36.0,32.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/53ad98b12752ad16_patente.jpg,810TCH,1.0
1686,FVIOUHP,1932-01-01,19:12,43.0,40,RUTA 9,R01,PAGADA,3.0,1.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVIDUHP,0.8571
1687,589222,2023-08-05,09:09,81.0,60,RUTA 9,,ERROR,21.0,18.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/246a0e4264a39433_patente.jpg,589222,1.0
1692,HAMSTUR,2020-08-01,19:12,116.0,40,AV LIBERTADOR,R03,APELADA,76.0,74.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/a929dc75c20da7d8_patente.jpg,HAMSTUR,1.0
1695,409,1932-01-01,09:09,93.0,60,AV LIBERTADOR,R01,ERROR,33.0,30.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/7bcf6b4ec09f1ea7_patente.jpg,409,1.0
1700,M20CPR,2020-12-18,09:10,97.0,80,AV SIEMPRE VIVA,R01,ERROR,17.0,13.0,,,
1701,9999868,1932-01-01,00:00,89.0,60,RUTA 9,R01,APELADA,29.0,26.0,,,
1702,WU08YWC,1932-01-01,19:13,80.0,40,RUTA 9,R02,PAGADA,40.0,38.0,,,
1707,6EVY261,2021-07-23,19:13,103.0,80,AV LIBERTADOR,,ERROR,23.0,19.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/081f5a6bc61b9c48_patente.jpg,6EVY261,1.0
1708,990XYK,1932-01-01,09:10,89.0,80,AV SIEMPRE VIVA,,PAGADA,9.0,5.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/11f80fda2c38011c.jpg,990XWK,0.8333
1709,RFH373,1932-01-01,19:13,123.0,80,AV SIEMPRE VIVA,,ERROR,43.0,39.0,,,
